best_book_id,book_id_new,title,small_image_url,original_publication_year,average_rating,authors,medium_image_url,large_image_url
17690,613.0,The Trial,https://images.gr-assets.com/books/1320399438s/17690.jpg,1925.0,3.98,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438l/17690.jpg
22205,614.0,This Lullaby,https://images.gr-assets.com/books/1397779294s/22205.jpg,2002.0,4.03,Sarah Dessen,https://images.gr-assets.com/books/1397779294m/22205.jpg,https://images.gr-assets.com/books/1397779294l/22205.jpg
14864,615.0,Plain Truth,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000.0,3.97,Jodi Picoult,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6314763,616.0,Orange Is the New Black,https://images.gr-assets.com/books/1320520714s/6314763.jpg,2010.0,3.7,Piper Kerman,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714l/6314763.jpg
8921,617.0,The Hound of the Baskervilles,https://images.gr-assets.com/books/1355929358s/8921.jpg,1902.0,4.09,"Arthur Conan Doyle, Anne Perry",https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358l/8921.jpg
11468377,618.0,"Thinking, Fast and Slow",https://images.gr-assets.com/books/1317793965s/11468377.jpg,2011.0,4.08,Daniel Kahneman,https://images.gr-assets.com/books/1317793965m/11468377.jpg,https://images.gr-assets.com/books/1317793965l/11468377.jpg
402045,619.0,"The Mists of Avalon (Avalon, #1)",https://images.gr-assets.com/books/1388857089s/402045.jpg,1982.0,4.12,Marion Zimmer Bradley,https://images.gr-assets.com/books/1388857089m/402045.jpg,https://images.gr-assets.com/books/1388857089l/402045.jpg
37732,620.0,"Are You There God? It's Me, Margaret",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970.0,3.89,Judy Blume,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
15926,621.0,Nights in Rodanthe,https://images.gr-assets.com/books/1328145638s/15926.jpg,2002.0,3.82,Nicholas Sparks,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638l/15926.jpg
18775247,622.0,"Mr. Mercedes (Bill Hodges Trilogy, #1)",https://images.gr-assets.com/books/1468705326s/18775247.jpg,2014.0,3.92,Stephen King,https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326l/18775247.jpg
140075,623.0,"All Together Dead (Sookie Stackhouse, #7)",https://images.gr-assets.com/books/1417964062s/140075.jpg,2007.0,4.05,Charlaine Harris,https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062l/140075.jpg
5166,624.0,Midwives,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997.0,3.97,Chris Bohjalian,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
420282,625.0,The Polar Express,https://images.gr-assets.com/books/1356707942s/420282.jpg,1985.0,4.29,Chris Van Allsburg,https://images.gr-assets.com/books/1356707942m/420282.jpg,https://images.gr-assets.com/books/1356707942l/420282.jpg
125507,626.0,The True Story of the 3 Little Pigs,https://images.gr-assets.com/books/1327884731s/125507.jpg,1989.0,4.29,"Jon Scieszka, Lane Smith",https://images.gr-assets.com/books/1327884731m/125507.jpg,https://images.gr-assets.com/books/1327884731l/125507.jpg
32682,627.0,"Patriot Games (Jack Ryan Universe, #2)",https://images.gr-assets.com/books/1328007145s/32682.jpg,1987.0,4.11,Tom Clancy,https://images.gr-assets.com/books/1328007145m/32682.jpg,https://images.gr-assets.com/books/1328007145l/32682.jpg
1431,628.0,Veronika Decides to Die,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998.0,3.69,"Paulo Coelho, Margaret Jull Costa",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16071764,629.0,"Lean In: Women, Work, and the Will to Lead",https://images.gr-assets.com/books/1364250803s/16071764.jpg,2013.0,3.94,"Sheryl Sandberg, Nell Scovell",https://images.gr-assets.com/books/1364250803m/16071764.jpg,https://images.gr-assets.com/books/1364250803l/16071764.jpg
170210,630.0,"Dead as a Doornail (Sookie Stackhouse, #5)",https://images.gr-assets.com/books/1468562419s/170210.jpg,2005.0,4.01,Charlaine Harris,https://images.gr-assets.com/books/1468562419m/170210.jpg,https://images.gr-assets.com/books/1468562419l/170210.jpg
10429045,631.0,"Shatter Me (Shatter Me, #1)",https://images.gr-assets.com/books/1310649047s/10429045.jpg,2011.0,4.01,Tahereh Mafi,https://images.gr-assets.com/books/1310649047m/10429045.jpg,https://images.gr-assets.com/books/1310649047l/10429045.jpg
17214,632.0,Starship Troopers,https://images.gr-assets.com/books/1406457252s/17214.jpg,1959.0,3.99,Robert A. Heinlein,https://images.gr-assets.com/books/1406457252m/17214.jpg,https://images.gr-assets.com/books/1406457252l/17214.jpg
12033455,633.0,I've Got Your Number,https://images.gr-assets.com/books/1327956732s/12033455.jpg,2011.0,3.93,Sophie Kinsella,https://images.gr-assets.com/books/1327956732m/12033455.jpg,https://images.gr-assets.com/books/1327956732l/12033455.jpg
10959,634.0,Sophie's World,https://images.gr-assets.com/books/1343459906s/10959.jpg,1991.0,3.88,"Jostein Gaarder, Paulette Møller",https://images.gr-assets.com/books/1343459906m/10959.jpg,https://images.gr-assets.com/books/1343459906l/10959.jpg
11260526,635.0,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",https://images.gr-assets.com/books/1327904795s/11260526.jpg,2011.0,4.3,Mark Cotta Vaz,https://images.gr-assets.com/books/1327904795m/11260526.jpg,https://images.gr-assets.com/books/1327904795l/11260526.jpg
76778,636.0,The Martian Chronicles,https://images.gr-assets.com/books/1374049948s/76778.jpg,1950.0,4.12,Ray Bradbury,https://images.gr-assets.com/books/1374049948m/76778.jpg,https://images.gr-assets.com/books/1374049948l/76778.jpg
7331435,637.0,A Visit from the Goon Squad,https://images.gr-assets.com/books/1356844046s/7331435.jpg,2010.0,3.64,Jennifer Egan,https://images.gr-assets.com/books/1356844046m/7331435.jpg,https://images.gr-assets.com/books/1356844046l/7331435.jpg
93,638.0,Heidi,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1880.0,3.97,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
83763,639.0,Prey,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002.0,3.72,Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
84369,640.0,"The Last Battle (Chronicles of Narnia, #7)",https://images.gr-assets.com/books/1308814830s/84369.jpg,1956.0,4.02,C.S. Lewis,https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830l/84369.jpg
5064,641.0,"World Without End (The Kingsbridge Series, #2)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007.0,4.23,Ken Follett,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1326258,642.0,"Chosen (House of Night, #3)",https://images.gr-assets.com/books/1393192825s/1326258.jpg,2008.0,3.9,"P.C. Cast, Kristin Cast",https://images.gr-assets.com/books/1393192825m/1326258.jpg,https://images.gr-assets.com/books/1393192825l/1326258.jpg
30333938,643.0,"Slammed (Slammed, #1)",https://images.gr-assets.com/books/1328530463s/13372690.jpg,2012.0,4.29,Colleen Hoover,https://images.gr-assets.com/books/1328530463m/13372690.jpg,https://images.gr-assets.com/books/1328530463l/13372690.jpg
544891,644.0,"Beastly (Beastly, #1; Kendra Chronicles, #1)",https://images.gr-assets.com/books/1334260193s/544891.jpg,2007.0,3.84,Alex Flinn,https://images.gr-assets.com/books/1334260193m/544891.jpg,https://images.gr-assets.com/books/1334260193l/544891.jpg
2696,645.0,The Canterbury Tales,https://images.gr-assets.com/books/1261208589s/2696.jpg,1390.0,3.48,"Geoffrey Chaucer, Nevill Coghill",https://images.gr-assets.com/books/1261208589m/2696.jpg,https://images.gr-assets.com/books/1261208589l/2696.jpg
42149,646.0,Baby Proof,https://images.gr-assets.com/books/1361466583s/42149.jpg,2006.0,3.71,Emily Giffin,https://images.gr-assets.com/books/1361466583m/42149.jpg,https://images.gr-assets.com/books/1361466583l/42149.jpg
7664041,647.0,"Inheritance (The Inheritance Cycle, #4)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011.0,4.08,Christopher Paolini,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10357575,648.0,1Q84,https://images.gr-assets.com/books/1483103331s/10357575.jpg,2009.0,3.89,"Haruki Murakami, Jay Rubin, Philip Gabriel",https://images.gr-assets.com/books/1483103331m/10357575.jpg,https://images.gr-assets.com/books/1483103331l/10357575.jpg
46787,649.0,Uncle Tom's Cabin,https://images.gr-assets.com/books/1414349231s/46787.jpg,1852.0,3.83,Harriet Beecher Stowe,https://images.gr-assets.com/books/1414349231m/46787.jpg,https://images.gr-assets.com/books/1414349231l/46787.jpg
480204,650.0,The Phantom of the Opera,https://images.gr-assets.com/books/1327867727s/480204.jpg,1909.0,3.97,"Gaston Leroux, Alexander Teixeira de Mattos",https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727l/480204.jpg
140079,651.0,"Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748s/140079.jpg,2006.0,4.02,Charlaine Harris,https://images.gr-assets.com/books/1468562748m/140079.jpg,https://images.gr-assets.com/books/1468562748l/140079.jpg
2526,652.0,Blindness,https://images.gr-assets.com/books/1327866409s/2526.jpg,1995.0,4.08,"José Saramago, Giovanni Pontiero",https://images.gr-assets.com/books/1327866409m/2526.jpg,https://images.gr-assets.com/books/1327866409l/2526.jpg
7905092,653.0,Freedom,https://images.gr-assets.com/books/1316729686s/7905092.jpg,2010.0,3.73,Jonathan Franzen,https://images.gr-assets.com/books/1316729686m/7905092.jpg,https://images.gr-assets.com/books/1316729686l/7905092.jpg
15812814,654.0,"Crossed (Matched, #2)",https://images.gr-assets.com/books/1374335939s/15812814.jpg,2011.0,3.52,Ally Condie,https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939l/15812814.jpg
852470,655.0,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",https://images.gr-assets.com/books/1334491180s/852470.jpg,2006.0,3.82,Ally Carter,https://images.gr-assets.com/books/1334491180m/852470.jpg,https://images.gr-assets.com/books/1334491180l/852470.jpg
1768603,656.0,The White Tiger,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008.0,3.71,Aravind Adiga,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3805,657.0,The Corrections,https://images.gr-assets.com/books/1355011305s/3805.jpg,2001.0,3.78,Jonathan Franzen,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305l/3805.jpg
88061,658.0,Dreams from My Father: A Story of Race and Inheritance,https://images.gr-assets.com/books/1352340675s/88061.jpg,1995.0,3.81,Barack Obama,https://images.gr-assets.com/books/1352340675m/88061.jpg,https://images.gr-assets.com/books/1352340675l/88061.jpg
7672,659.0,Congo,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980.0,3.55,Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
46677,660.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",https://images.gr-assets.com/books/1405259744s/46677.jpg,1972.0,4.22,"Judith Viorst, Ray Cruz",https://images.gr-assets.com/books/1405259744m/46677.jpg,https://images.gr-assets.com/books/1405259744l/46677.jpg
5439,661.0,Interpreter of Maladies,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999.0,4.12,Jhumpa Lahiri,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2767,662.0,A People's History of the United States,https://images.gr-assets.com/books/1494279423s/2767.jpg,1980.0,4.07,Howard Zinn,https://images.gr-assets.com/books/1494279423m/2767.jpg,https://images.gr-assets.com/books/1494279423l/2767.jpg
251688,663.0,Breakfast at Tiffany's,https://images.gr-assets.com/books/1477015353s/251688.jpg,1958.0,3.89,Truman Capote,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353l/251688.jpg
6690798,664.0,"The Passage (The Passage, #1)",https://images.gr-assets.com/books/1327874267s/6690798.jpg,2010.0,4.04,Justin Cronin,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267l/6690798.jpg
2744,665.0,Anansi Boys,https://images.gr-assets.com/books/1479778049s/2744.jpg,2005.0,4.0,Neil Gaiman,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049l/2744.jpg
5664985,666.0,Along for the Ride,https://images.gr-assets.com/books/1479692098s/5664985.jpg,2009.0,4.08,Sarah Dessen,https://images.gr-assets.com/books/1479692098m/5664985.jpg,https://images.gr-assets.com/books/1479692098l/5664985.jpg
18693763,667.0,Everything I Never Told You,https://images.gr-assets.com/books/1386795198s/18693763.jpg,2014.0,3.78,Celeste Ng,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198l/18693763.jpg
9328,668.0,The House of the Spirits,https://images.gr-assets.com/books/1358615501s/9328.jpg,1982.0,4.2,"Isabel Allende, Magda Bogin",https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501l/9328.jpg
11573,669.0,The Dead Zone,https://images.gr-assets.com/books/1283509622s/11573.jpg,1979.0,3.9,Stephen King,https://images.gr-assets.com/books/1283509622m/11573.jpg,https://images.gr-assets.com/books/1283509622l/11573.jpg
16343,670.0,"The Mysterious Affair at Styles (Hercule Poirot, #1)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1920.0,3.98,"Agatha Christie, Ροζίτα Σώκου",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
853510,671.0,"Murder on the Orient Express (Hercule Poirot, #10)",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1934.0,4.16,Agatha Christie,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
15796700,672.0,Americanah,https://images.gr-assets.com/books/1356654499s/15796700.jpg,2013.0,4.26,Chimamanda Ngozi Adichie,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499l/15796700.jpg
7494,673.0,Suzanne's Diary for Nicholas,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001.0,4.16,James Patterson,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
233667,674.0,Firestarter,https://images.gr-assets.com/books/1394208032s/233667.jpg,1980.0,3.85,Stephen King,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032l/233667.jpg
15731779,675.0,"Entwined with You (Crossfire, #3)",https://images.gr-assets.com/books/1362526983s/15731779.jpg,2013.0,4.19,Sylvia Day,https://images.gr-assets.com/books/1362526983m/15731779.jpg,https://images.gr-assets.com/books/1362526983l/15731779.jpg
6289283,676.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",https://images.gr-assets.com/books/1320531983s/6289283.jpg,2009.0,4.27,Christopher McDougall,https://images.gr-assets.com/books/1320531983m/6289283.jpg,https://images.gr-assets.com/books/1320531983l/6289283.jpg
18293427,677.0,The Storied Life of A.J. Fikry,https://images.gr-assets.com/books/1404582137s/18293427.jpg,2014.0,3.98,Gabrielle Zevin,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137l/18293427.jpg
475339,678.0,Madeline,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939.0,4.22,Ludwig Bemelmans,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
30186948,679.0,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1937.0,4.17,Napoleon Hill,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8337,680.0,"Little House in the Big Woods (Little House, #1)",https://images.gr-assets.com/books/1475195170s/8337.jpg,1932.0,4.16,"Laura Ingalls Wilder, Garth Williams",https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170l/8337.jpg
14201,681.0,Jonathan Strange & Mr Norrell,https://images.gr-assets.com/books/1357027589s/14201.jpg,2004.0,3.8,Susanna Clarke,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589l/14201.jpg
3463,682.0,A Bend in the Road,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001.0,4.02,Nicholas Sparks,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12127810,683.0,"The House of Hades (The Heroes of Olympus, #4)",https://images.gr-assets.com/books/1464201430s/12127810.jpg,2013.0,4.54,Rick Riordan,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430l/12127810.jpg
2536134,684.0,"Gone (Gone, #1)",https://images.gr-assets.com/books/1357796831s/2536134.jpg,2008.0,3.85,Michael  Grant,https://images.gr-assets.com/books/1357796831m/2536134.jpg,https://images.gr-assets.com/books/1357796831l/2536134.jpg
3466,685.0,"The Wedding (The Notebook, #2)",https://images.gr-assets.com/books/1385738787s/3466.jpg,2003.0,3.98,Nicholas Sparks,https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787l/3466.jpg
1067,686.0,1776,https://images.gr-assets.com/books/1306787560s/1067.jpg,2005.0,4.06,David McCullough,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560l/1067.jpg
10847,687.0,Under the Banner of Heaven: A Story of Violent Faith,https://images.gr-assets.com/books/1356441391s/10847.jpg,2003.0,3.98,Jon Krakauer,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391l/10847.jpg
11447921,688.0,Beautiful Ruins,https://images.gr-assets.com/books/1338161553s/11447921.jpg,2012.0,3.67,Jess Walter,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553l/11447921.jpg
9742,689.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006.0,3.69,Barack Obama,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10569,690.0,On Writing: A Memoir of the Craft,https://images.gr-assets.com/books/1436735207s/10569.jpg,1999.0,4.31,Stephen King,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207l/10569.jpg
1472878,691.0,"Firefly Lane (Firefly Lane, #1)",https://images.gr-assets.com/books/1362435448s/1472878.jpg,2008.0,4.04,Kristin Hannah,https://images.gr-assets.com/books/1362435448m/1472878.jpg,https://images.gr-assets.com/books/1362435448l/1472878.jpg
455373,692.0,Sphere,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987.0,3.77,Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2120652,693.0,Love the One You're With,https://images.gr-assets.com/books/1361466590s/2120652.jpg,2008.0,3.7,Emily Giffin,https://images.gr-assets.com/books/1361466590m/2120652.jpg,https://images.gr-assets.com/books/1361466590l/2120652.jpg
18214414,694.0,"The Silkworm (Cormoran Strike, #2)",https://images.gr-assets.com/books/1392577290s/18214414.jpg,2014.0,4.03,"Robert Galbraith, J.K. Rowling",https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290l/18214414.jpg
43814,695.0,"The Vampire Lestat (The Vampire Chronicles, #2)",https://images.gr-assets.com/books/1347515742s/43814.jpg,1985.0,4.05,Anne Rice,https://images.gr-assets.com/books/1347515742m/43814.jpg,https://images.gr-assets.com/books/1347515742l/43814.jpg
9118135,696.0,State of Wonder,https://images.gr-assets.com/books/1454428541s/9118135.jpg,2011.0,3.85,Ann Patchett,https://images.gr-assets.com/books/1454428541m/9118135.jpg,https://images.gr-assets.com/books/1454428541l/9118135.jpg
13539044,697.0,The Silver Linings Playbook,https://images.gr-assets.com/books/1358277412s/13539044.jpg,2008.0,4.0,Matthew Quick,https://images.gr-assets.com/books/1358277412m/13539044.jpg,https://images.gr-assets.com/books/1358277412l/13539044.jpg
33507,698.0,Twenty Thousand Leagues Under the Sea,https://images.gr-assets.com/books/1494979127s/33507.jpg,1869.0,3.86,"Jules Verne, Anthony Bonner",https://images.gr-assets.com/books/1494979127m/33507.jpg,https://images.gr-assets.com/books/1494979127l/33507.jpg
16181,699.0,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",https://images.gr-assets.com/books/1355932704s/16181.jpg,2005.0,3.88,Philippa Gregory,https://images.gr-assets.com/books/1355932704m/16181.jpg,https://images.gr-assets.com/books/1355932704l/16181.jpg
14942,700.0,Mrs. Dalloway,https://images.gr-assets.com/books/1479336522s/14942.jpg,1925.0,3.78,"Virginia Woolf, Maureen Howard",https://images.gr-assets.com/books/1479336522m/14942.jpg,https://images.gr-assets.com/books/1479336522l/14942.jpg
13486632,701.0,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,https://images.gr-assets.com/books/1334848488s/13486632.jpg,2009.0,3.81,"Jonas Jonasson, Rod Bradbury",https://images.gr-assets.com/books/1334848488m/13486632.jpg,https://images.gr-assets.com/books/1334848488l/13486632.jpg
10589,702.0,Bag of Bones,https://images.gr-assets.com/books/1365592796s/10589.jpg,1998.0,3.87,Stephen King,https://images.gr-assets.com/books/1365592796m/10589.jpg,https://images.gr-assets.com/books/1365592796l/10589.jpg
4687,703.0,The Cider House Rules,https://images.gr-assets.com/books/1327962519s/4687.jpg,1985.0,4.1,John Irving,https://images.gr-assets.com/books/1327962519m/4687.jpg,https://images.gr-assets.com/books/1327962519l/4687.jpg
10605,704.0,Thinner,https://images.gr-assets.com/books/1346947063s/10605.jpg,1984.0,3.66,"Richard Bachman, Stephen King",https://images.gr-assets.com/books/1346947063m/10605.jpg,https://images.gr-assets.com/books/1346947063l/10605.jpg
54479,705.0,Around the World in Eighty Days,https://images.gr-assets.com/books/1308815551s/54479.jpg,1872.0,3.9,"Jules Verne, Michael Glencross, Brian W. Aldiss",https://images.gr-assets.com/books/1308815551m/54479.jpg,https://images.gr-assets.com/books/1308815551l/54479.jpg
53496,706.0,Walk Two Moons,https://images.gr-assets.com/books/1389035862s/53496.jpg,1994.0,3.95,Sharon Creech,https://images.gr-assets.com/books/1389035862m/53496.jpg,https://images.gr-assets.com/books/1389035862l/53496.jpg
1430,707.0,Eleven Minutes,https://images.gr-assets.com/books/1358266987s/1430.jpg,2003.0,3.69,"Paulo Coelho, Margaret Jull Costa",https://images.gr-assets.com/books/1358266987m/1430.jpg,https://images.gr-assets.com/books/1358266987l/1430.jpg
4009,708.0,Nine Stories,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1953.0,4.19,J.D. Salinger,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13747,709.0,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005.0,3.67,Julie Powell,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
764347,710.0,"Unwind (Unwind, #1)",https://images.gr-assets.com/books/1297677706s/764347.jpg,2007.0,4.18,Neal Shusterman,https://images.gr-assets.com/books/1297677706m/764347.jpg,https://images.gr-assets.com/books/1297677706l/764347.jpg
10988,711.0,"Drums of Autumn (Outlander, #4)",https://images.gr-assets.com/books/1500688941s/10988.jpg,1996.0,4.34,Diana Gabaldon,https://images.gr-assets.com/books/1500688941m/10988.jpg,https://images.gr-assets.com/books/1500688941l/10988.jpg
13414446,712.0,"Prodigy (Legend, #2)",https://images.gr-assets.com/books/1336254717s/13414446.jpg,2013.0,4.29,Marie Lu,https://images.gr-assets.com/books/1336254717m/13414446.jpg,https://images.gr-assets.com/books/1336254717l/13414446.jpg
